arm,band_count,cue_event,cue_recipe,bank,slot_id,formation_index,candidate_recipe,cue_values_digest,candidate_values_digest,distance,threshold,reserve,matched
OBSERVED_24,24,e21,n00,FAST,tspm1.fast.slot.001,20,n11,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.059132929095462965,0.2,0.14086707090453704,True
OBSERVED_24,24,e21,n00,FAST,tspm1.fast.slot.002,18,n09,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.059132926359670844,0.2,0.14086707364032916,True
OBSERVED_24,24,e21,n00,LEARNING_REFERENCE,,,n00,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.0,0.02,0.02,True
OBSERVED_24,24,e21,n00,LEARNING_REFERENCE,,,n01,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.10811512536294772,0.02,-0.08811512536294772,False
OBSERVED_24,24,e21,n00,LEARNING_REFERENCE,,,n02,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.1032666634139055,0.02,-0.0832666634139055,False
OBSERVED_24,24,e23,n01,B4,b4.slot.000,19,n10,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.048984643642159625,0.2,0.15101535635784039,True
OBSERVED_24,24,e23,n01,B4,b4.slot.001,20,n11,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.0489846450296502,0.2,0.15101535497034982,True
OBSERVED_24,24,e23,n01,B4,b4.slot.002,12,n03,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.09233628156996508,0.2,0.10766371843003493,True
OBSERVED_24,24,e23,n01,B4,b4.slot.003,13,n04,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.08155605710701148,0.2,0.11844394289298853,True
OBSERVED_24,24,e23,n01,B4,b4.slot.004,14,n05,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,0.04898469042327153,0.2,0.15101530957672848,True
OBSERVED_24,24,e23,n01,B4,b4.slot.005,15,n06,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,0.048984638262919045,0.2,0.15101536173708097,True
OBSERVED_24,24,e23,n01,B4,b4.slot.006,16,n07,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,0.048984634806557285,0.2,0.15101536519344272,True
OBSERVED_24,24,e23,n01,B4,b4.slot.007,17,n08,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,0.04898463795286467,0.2,0.15101536204713534,True
OBSERVED_24,24,e23,n01,B4,b4.slot.008,18,n09,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.048984641445307064,0.2,0.15101535855469295,True
OBSERVED_24,24,e23,n01,FAST,tspm1.fast.slot.000,19,n10,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.048984643642159625,0.2,0.15101535635784039,True
OBSERVED_24,24,e23,n01,FAST,tspm1.fast.slot.001,20,n11,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.0489846450296502,0.2,0.15101535497034982,True
OBSERVED_24,24,e23,n01,FAST,tspm1.fast.slot.002,18,n09,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.048984641445307064,0.2,0.15101535855469295,True
OBSERVED_24,24,e23,n01,LEARNING_REFERENCE,,,n00,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.10811512536294772,0.02,-0.08811512536294772,False
OBSERVED_24,24,e23,n01,LEARNING_REFERENCE,,,n01,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.0,0.02,0.02,True
OBSERVED_24,24,e23,n01,LEARNING_REFERENCE,,,n02,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.09311797254399706,0.02,-0.07311797254399706,False
OBSERVED_24,24,e25,n02,B4,b4.slot.000,19,n10,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.044134124786946415,0.2,0.1558658752130536,True
OBSERVED_24,24,e25,n02,B4,b4.slot.001,20,n11,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.044134126174436995,0.2,0.15586587382556302,True
OBSERVED_24,24,e25,n02,B4,b4.slot.002,12,n03,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.08748558596730967,0.2,0.11251441403269034,True
OBSERVED_24,24,e25,n02,B4,b4.slot.003,13,n04,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.07670545609788897,0.2,0.12329454390211105,True
OBSERVED_24,24,e25,n02,B4,b4.slot.004,14,n05,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,0.044134132109144665,0.2,0.15586586789085535,True
OBSERVED_24,24,e25,n02,B4,b4.slot.005,15,n06,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,0.04413410178716995,0.2,0.15586589821283006,True
OBSERVED_24,24,e25,n02,B4,b4.slot.006,16,n07,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,0.04413411051029675,0.2,0.15586588948970326,True
OBSERVED_24,24,e25,n02,B4,b4.slot.007,17,n08,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,0.04413411871370612,0.2,0.1558658812862939,True
OBSERVED_24,24,e25,n02,B4,b4.slot.008,18,n09,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.044134122590093854,0.2,0.15586587740990615,True
OBSERVED_24,24,e25,n02,FAST,tspm1.fast.slot.000,19,n10,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.044134124786946415,0.2,0.1558658752130536,True
OBSERVED_24,24,e25,n02,FAST,tspm1.fast.slot.001,20,n11,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.044134126174436995,0.2,0.15586587382556302,True
OBSERVED_24,24,e25,n02,FAST,tspm1.fast.slot.002,18,n09,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.044134122590093854,0.2,0.15586587740990615,True
OBSERVED_24,24,e25,n02,LEARNING_REFERENCE,,,n00,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.1032666634139055,0.02,-0.0832666634139055,False
OBSERVED_24,24,e25,n02,LEARNING_REFERENCE,,,n01,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.09311797254399706,0.02,-0.07311797254399706,False
OBSERVED_24,24,e25,n02,LEARNING_REFERENCE,,,n02,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.0,0.02,0.02,True
OBSERVED_24,24,e27,n12,B4,b4.slot.000,19,n10,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,1.6467783100013122e-06,0.2,0.19999835322169002,True
OBSERVED_24,24,e27,n12,B4,b4.slot.001,20,n11,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,1.6468974044360042e-06,0.2,0.1999983531025956,True
OBSERVED_24,24,e27,n12,B4,b4.slot.002,12,n03,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.04335338956976237,0.2,0.15664661043023764,True
OBSERVED_24,24,e27,n12,B4,b4.slot.003,13,n04,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.03257312490039522,0.2,0.1674268750996048,True
OBSERVED_24,24,e27,n12,B4,b4.slot.004,14,n05,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,1.733910953280014e-06,0.2,0.19999826608904672,True
OBSERVED_24,24,e27,n12,B4,b4.slot.005,15,n06,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,1.6661128281643729e-06,0.2,0.19999833388717184,True
OBSERVED_24,24,e27,n12,B4,b4.slot.006,16,n07,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,1.652288546175438e-06,0.2,0.19999834771145383,True
OBSERVED_24,24,e27,n12,B4,b4.slot.007,17,n08,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,1.648339179081577e-06,0.2,0.19999835166082092,True
OBSERVED_24,24,e27,n12,B4,b4.slot.008,18,n09,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,1.6469886362228378e-06,0.2,0.1999983530113638,True
OBSERVED_24,24,e27,n12,FAST,tspm1.fast.slot.000,19,n10,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,1.6467783100013122e-06,0.2,0.19999835322169002,True
OBSERVED_24,24,e27,n12,FAST,tspm1.fast.slot.001,20,n11,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,1.6468974044360042e-06,0.2,0.1999983531025956,True
OBSERVED_24,24,e27,n12,FAST,tspm1.fast.slot.002,18,n09,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,1.6469886362228378e-06,0.2,0.1999983530113638,True
OBSERVED_24,24,e27,n12,LEARNING_REFERENCE,,,n00,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.05913128292319064,0.02,-0.03913128292319064,False
OBSERVED_24,24,e27,n12,LEARNING_REFERENCE,,,n01,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.04898546663923731,0.02,-0.028985466639237307,False
OBSERVED_24,24,e27,n12,LEARNING_REFERENCE,,,n02,e70c136aa549d9d19f9b385867ab996e3742905d7ffda3e6b944b7332728105d,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.04413558577712153,0.02,-0.02413558577712153,False
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.000,19,n10,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.05105590724383943,0.2,0.14894409275616058,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.001,20,n11,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.05105232269456105,0.2,0.14894767730543895,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.002,12,n03,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.051242347792196025,0.2,0.148757652207804,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.003,13,n04,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.05117486451410111,0.2,0.1488251354858989,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.004,14,n05,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,0.05112684022724062,0.2,0.1488731597727594,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.005,15,n06,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,0.051513279317644434,0.2,0.14848672068235558,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.006,16,n07,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,0.051087396624359044,0.2,0.14891260337564097,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.007,17,n08,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,0.05106787163469951,0.2,0.1489321283653005,True
FULL_48_DIAGNOSTIC,48,e21,n00,B4,b4.slot.008,18,n09,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.051060714946960045,0.2,0.14893928505303997,True
FULL_48_DIAGNOSTIC,48,e21,n00,FAST,tspm1.fast.slot.000,19,n10,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.05105590724383943,0.2,0.14894409275616058,True
FULL_48_DIAGNOSTIC,48,e21,n00,FAST,tspm1.fast.slot.001,20,n11,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.05105232269456105,0.2,0.14894767730543895,True
FULL_48_DIAGNOSTIC,48,e21,n00,FAST,tspm1.fast.slot.002,18,n09,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.051060714946960045,0.2,0.14893928505303997,True
FULL_48_DIAGNOSTIC,48,e21,n00,LEARNING_REFERENCE,,,n00,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.0,0.02,0.02,True
FULL_48_DIAGNOSTIC,48,e21,n00,LEARNING_REFERENCE,,,n01,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.05405756463788312,0.02,-0.03405756463788312,False
FULL_48_DIAGNOSTIC,48,e21,n00,LEARNING_REFERENCE,,,n02,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.051633338593426996,0.02,-0.031633338593427,False
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.000,19,n10,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.045981764066058674,0.2,0.15401823593394134,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.001,20,n11,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.045978180164627375,0.2,0.15402181983537264,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.002,12,n03,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.04616817515117739,0.2,0.15383182484882263,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.003,13,n04,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.046100703248887126,0.2,0.15389929675111289,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.004,14,n05,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,0.046052685740700344,0.2,0.15394731425929967,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.005,15,n06,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,0.046439129245829804,0.2,0.15356087075417021,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.006,16,n07,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,0.046013249338714764,0.2,0.15398675066128525,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.007,17,n08,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,0.045993726269596615,0.2,0.1540062737304034,True
FULL_48_DIAGNOSTIC,48,e23,n01,B4,b4.slot.008,18,n09,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.04598657087187252,0.2,0.1540134291281275,True
FULL_48_DIAGNOSTIC,48,e23,n01,FAST,tspm1.fast.slot.000,19,n10,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.045981764066058674,0.2,0.15401823593394134,True
FULL_48_DIAGNOSTIC,48,e23,n01,FAST,tspm1.fast.slot.001,20,n11,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.045978180164627375,0.2,0.15402181983537264,True
FULL_48_DIAGNOSTIC,48,e23,n01,FAST,tspm1.fast.slot.002,18,n09,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,20d661cac88e53abebffddd0f2d8b83fd8a4415d0bd2e8edbb4894e68d5628a1,0.04598657087187252,0.2,0.1540134291281275,True
FULL_48_DIAGNOSTIC,48,e23,n01,LEARNING_REFERENCE,,,n00,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,8eb460c63a75a1259725728b0a994f165bf36cc1b85911e0377186d27393f15a,0.05405756463788312,0.02,-0.03405756463788312,False
FULL_48_DIAGNOSTIC,48,e23,n01,LEARNING_REFERENCE,,,n01,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,0.0,0.02,0.02,True
FULL_48_DIAGNOSTIC,48,e23,n01,LEARNING_REFERENCE,,,n02,e2728782342dffa07608b663a920385781222896d9678aba9aac710c101eac38,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,0.04655899147639526,0.02,-0.026558991476395257,False
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.000,19,n10,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,b396a916a81ccb13c84726e6faf8fb1c13f755863d2a31fc38004bee810536de,0.043556504993445794,0.2,0.15644349500655422,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.001,20,n11,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,7722a925d75bd4cc3bc5ae2f7be923b760fdb76065af550fd1e48551423362a1,0.04355292250879831,0.2,0.1564470774912017,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.002,12,n03,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,6749cc5fd0e5b0c68bcd535ce36e22175b11a17122858be5387aacde68d41889,0.043742823140634,0.2,0.15625717685936602,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.003,13,n04,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,c88c3f122a65e359e6741107db279c178bad20d44a091fe7b26d2d8784e22afa,0.04367539851886947,0.2,0.15632460148113053,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.004,14,n05,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,a9c0c56f278a3426e597d87d8d848605cf1fcaa39c483c6d30b32e2593ef3759,0.04362740255240422,0.2,0.1563725974475958,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.005,15,n06,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,01e75e08e2e645f286522d15c42e7ac87a8e82a7dbb40fd52a32265093898944,0.04401385679407021,0.2,0.1559861432059298,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.006,16,n07,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,443e0f0882449840951578bd2461d24a9496dc6cde77b120ab0a94bd0e6a33da,0.04358798286880574,0.2,0.15641201713119426,True
FULL_48_DIAGNOSTIC,48,e25,n02,B4,b4.slot.007,17,n08,ccb62cde62bec0601f00b2d52a257075bdd10f87e4164c788040183cf21f8e9f,23efc5104d9d7fb07e15a7958cc49f5a977138ed170a1409e4c88987e5daefe5,0.04356846341299949,0.2,0.1564315365870005,True
